loincName	loincId	loincScale	outcome	hpoTermId	supplementalTermId	curation	comment
Galactose [Mass/volume] in Blood --2 hours post 40 g galactose PO	1481-1	Qn	N	HP:0012024	.	OHSU:JP[2018-09-19]	.
Galactose [Mass/volume] in Blood --2 hours post 40 g galactose PO	1481-1	Qn	H	HP:0012024	.	OHSU:JP[2018-09-19]	.
Galactose [Mass/volume] in Blood --30 minutes post 40 g galactose PO	1482-9	Qn	N	HP:0012024	.	OHSU:JP[2018-09-19]	.
Galactose [Mass/volume] in Blood --30 minutes post 40 g galactose PO	1482-9	Qn	H	HP:0012024	.	OHSU:JP[2018-09-19]	.
Galactose [Mass/time] in 5 hour Urine --post 40 g dose PO	1483-7	Qn	N	HP:0012023	.	OHSU:JP[2018-09-19]	.
Galactose [Mass/time] in 5 hour Urine --post 40 g dose PO	1483-7	Qn	H	HP:0012023	.	OHSU:JP[2018-09-19]	.
Glucose [Mass/volume] in Urine --30 minutes post 100 g glucose PO	1491-0	Qn	N	HP:0003076	.	OHSU:JP[2018-09-19];JGM:azhang[2018-11-19]	.
Glucose [Mass/volume] in Urine --30 minutes post 100 g glucose PO	1491-0	Qn	H	HP:0003076	.	OHSU:JP[2018-09-19];JGM:azhang[2018-11-19]	.
Glucose [Mass/volume] in Serum or Plasma --1.5 hours post 0.5 g/kg glucose IV	1492-8	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1.5 hours post 0.5 g/kg glucose IV	1492-8	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1.5 hours post 0.5 g/kg glucose IV	1492-8	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1.5 hours post 0.05-0.15 U insulin/kg IV 12 hours fasting	1493-6	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1.5 hours post 0.05-0.15 U insulin/kg IV 12 hours fasting	1493-6	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1.5 hours post 0.05-0.15 U insulin/kg IV 12 hours fasting	1493-6	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1.5 hours post 100 g glucose PO	1494-4	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1.5 hours post 100 g glucose PO	1494-4	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1.5 hours post 100 g glucose PO	1494-4	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Urine --1.5 hours post 100 g glucose PO	1495-1	Qn	N	HP:0003076	.	OHSU:JP[2018-09-19];JGM:azhang[2018-11-19]	.
Glucose [Mass/volume] in Urine --1.5 hours post 100 g glucose PO	1495-1	Qn	H	HP:0003076	.	OHSU:JP[2018-09-19];JGM:azhang[2018-11-19]	.
Glucose [Mass/volume] in Serum or Plasma --1.5 hours post 75 g glucose PO	1496-9	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1.5 hours post 75 g glucose PO	1496-9	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1.5 hours post 75 g glucose PO	1496-9	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1.5 hours post dose insulin IV	1497-7	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1.5 hours post dose insulin IV	1497-7	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1.5 hours post dose insulin IV	1497-7	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --10 minutes post 0.5 g/kg glucose IV	1498-5	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --10 minutes post 0.5 g/kg glucose IV	1498-5	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --10 minutes post 0.5 g/kg glucose IV	1498-5	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1 hour post 0.5 g/kg glucose IV	1499-3	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1 hour post 0.5 g/kg glucose IV	1499-3	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1 hour post 0.5 g/kg glucose IV	1499-3	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1 hour post 0.05-0.15 U insulin/kg IV post 12H CFst	1500-8	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1 hour post 0.05-0.15 U insulin/kg IV post 12H CFst	1500-8	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1 hour post 0.05-0.15 U insulin/kg IV post 12H CFst	1500-8	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1 hour post 100 g glucose PO	1501-6	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1 hour post 100 g glucose PO	1501-6	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1 hour post 100 g glucose PO	1501-6	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Urine --1 hour post 100 g glucose PO	1503-2	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Urine --1 hour post 100 g glucose PO	1503-2	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Urine --1 hour post 100 g glucose PO	1503-2	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1 hour post 50 g glucose PO	1504-0	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1 hour post 50 g glucose PO	1504-0	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1 hour post 50 g glucose PO	1504-0	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Urine --1 hour post 50 g glucose PO	1505-7	Qn	N	HP:0003076	.	OHSU:JP[2018-09-19];JGM:azhang[2018-11-19]	.
Glucose [Mass/volume] in Urine --1 hour post 50 g glucose PO	1505-7	Qn	H	HP:0003076	.	OHSU:JP[2018-09-19];JGM:azhang[2018-11-19]	.
Glucose [Mass/volume] in Serum or Plasma --1 hour post 50 g lactose PO	1506-5	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1 hour post 50 g lactose PO	1506-5	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1 hour post 50 g lactose PO	1506-5	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1 hour post 75 g glucose PO	1507-3	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1 hour post 75 g glucose PO	1507-3	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1 hour post 75 g glucose PO	1507-3	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Urine --1 hour post 75 g glucose PO	1509-9	Qn	N	HP:0003076	.	OHSU:JP[2018-09-19];JGM:azhang[2018-11-19]	.
Glucose [Mass/volume] in Urine --1 hour post 75 g glucose PO	1509-9	Qn	H	HP:0003076	.	OHSU:JP[2018-09-19];JGM:azhang[2018-11-19]	.
Glucose [Mass/volume] in Serum or Plasma --1 hour post dose insulin IV	1510-7	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1 hour post dose insulin IV	1510-7	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1 hour post dose insulin IV	1510-7	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1 minute post 0.5 g/kg glucose IV	1512-3	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1 minute post 0.5 g/kg glucose IV	1512-3	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --1 minute post 0.5 g/kg glucose IV	1512-3	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --20 minutes post 0.5 g/kg glucose IV	1513-1	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --20 minutes post 0.5 g/kg glucose IV	1513-1	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --20 minutes post 0.5 g/kg glucose IV	1513-1	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --2 hours post 100 g glucose PO	1514-9	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --2 hours post 100 g glucose PO	1514-9	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --2 hours post 100 g glucose PO	1514-9	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Urine --2 hours post 100 g glucose PO	1516-4	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Urine --2 hours post 100 g glucose PO	1516-4	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Urine --2 hours post 100 g glucose PO	1516-4	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --2 hours post 50 g lactose PO	1517-2	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --2 hours post 50 g lactose PO	1517-2	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --2 hours post 50 g lactose PO	1517-2	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --2 hours post 75 g glucose PO	1518-0	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --2 hours post 75 g glucose PO	1518-0	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --2 hours post 75 g glucose PO	1518-0	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Urine --2 hours post 75 g glucose PO	1520-6	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Urine --2 hours post 75 g glucose PO	1520-6	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Urine --2 hours post 75 g glucose PO	1520-6	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --2 hours post meal	1521-4	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --2 hours post meal	1521-4	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --2 hours post meal	1521-4	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --30 minutes post 0.5 g/kg glucose IV	1522-2	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --30 minutes post 0.5 g/kg glucose IV	1522-2	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --30 minutes post 0.5 g/kg glucose IV	1522-2	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --30 minutes post 0.05-0.15 U insulin/kg IV post 12H CFst	1523-0	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --30 minutes post 0.05-0.15 U insulin/kg IV post 12H CFst	1523-0	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --30 minutes post 0.05-0.15 U insulin/kg IV post 12H CFst	1523-0	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --30 minutes post 0.1 U/kg insulin	1524-8	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --30 minutes post 0.1 U/kg insulin	1524-8	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --30 minutes post 0.1 U/kg insulin	1524-8	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --30 minutes post 100 g glucose PO	1525-5	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --30 minutes post 100 g glucose PO	1525-5	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --30 minutes post 100 g glucose PO	1525-5	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --30 minutes post 50 g lactose PO	1526-3	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --30 minutes post 50 g lactose PO	1526-3	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --30 minutes post 50 g lactose PO	1526-3	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --30 minutes post 75 g glucose PO	1527-1	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --30 minutes post 75 g glucose PO	1527-1	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --30 minutes post 75 g glucose PO	1527-1	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --30 minutes post dose insulin IV	1528-9	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --30 minutes post dose insulin IV	1528-9	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --30 minutes post dose insulin IV	1528-9	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --3 hours post 100 g glucose PO	1530-5	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --3 hours post 100 g glucose PO	1530-5	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --3 hours post 100 g glucose PO	1530-5	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --3 hours post 75 g glucose PO	1533-9	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --3 hours post 75 g glucose PO	1533-9	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --3 hours post 75 g glucose PO	1533-9	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --3 minutes post 0.5 g/kg glucose IV	1534-7	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --3 minutes post 0.5 g/kg glucose IV	1534-7	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --3 minutes post 0.5 g/kg glucose IV	1534-7	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --40 minutes post 0.5 g/kg glucose IV	1535-4	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --40 minutes post 0.5 g/kg glucose IV	1535-4	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --40 minutes post 0.5 g/kg glucose IV	1535-4	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --45 minutes post dose insulin IV	1536-2	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --45 minutes post dose insulin IV	1536-2	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --45 minutes post dose insulin IV	1536-2	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --4 hours post 100 g glucose PO	1537-0	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --4 hours post 100 g glucose PO	1537-0	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --4 hours post 100 g glucose PO	1537-0	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --4 hours post 75 g glucose PO	1539-6	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --4 hours post 75 g glucose PO	1539-6	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --4 hours post 75 g glucose PO	1539-6	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --5 hours post 100 g glucose PO	1540-4	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --5 hours post 100 g glucose PO	1540-4	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --5 hours post 100 g glucose PO	1540-4	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --5 hours post 75 g glucose PO	1542-0	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --5 hours post 75 g glucose PO	1542-0	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --5 hours post 75 g glucose PO	1542-0	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --5 minutes post 0.5 g/kg glucose IV	1543-8	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --5 minutes post 0.5 g/kg glucose IV	1543-8	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --5 minutes post 0.5 g/kg glucose IV	1543-8	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --6 hours post 100 g glucose PO	1544-6	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --6 hours post 100 g glucose PO	1544-6	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --6 hours post 100 g glucose PO	1544-6	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --baseline	1547-9	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --baseline	1547-9	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --baseline	1547-9	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --pre 0.5 g/kg glucose IV	1548-7	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --pre 0.5 g/kg glucose IV	1548-7	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --pre 0.5 g/kg glucose IV	1548-7	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --pre 100 g glucose PO	1549-5	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --pre 100 g glucose PO	1549-5	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --pre 100 g glucose PO	1549-5	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --pre 12 hour fast	1550-3	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --pre 12 hour fast	1550-3	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --pre 12 hour fast	1550-3	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --pre 50 g lactose PO	1551-1	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --pre 50 g lactose PO	1551-1	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --pre 50 g lactose PO	1551-1	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --pre 75 g glucose PO	1552-9	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --pre 75 g glucose PO	1552-9	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --pre 75 g glucose PO	1552-9	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --pre dose insulin IV	1553-7	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --pre dose insulin IV	1553-7	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --pre dose insulin IV	1553-7	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --12 hours fasting	1554-5	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --12 hours fasting	1554-5	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Serum or Plasma --12 hours fasting	1554-5	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass/volume] in Urine --12 hours fasting	1555-2	Qn	N	HP:0003076	.	OHSU:JP[2018-09-19];JGM:azhang[2018-11-19]	.
Glucose [Mass/volume] in Urine --12 hours fasting	1555-2	Qn	H	HP:0003076	.	OHSU:JP[2018-09-19];JGM:azhang[2018-11-19]	.
Fasting glucose [Mass/volume] in Venous blood	1557-8	Qn	L	HP:0003162	.	UCD:tjcallahan[2019-01-28]	UCDenver survey results
Fasting glucose [Mass/volume] in Venous blood	1557-8	Qn	N	HP:0011015	.	UCD:tjcallahan[2019-01-28]	UCDenver survey results
Fasting glucose [Mass/volume] in Venous blood	1557-8	Qn	H	HP:0003074	.	UCD:tjcallahan[2019-01-28]	UCDenver survey results
Fasting glucose [Mass/volume] in Serum or Plasma	1558-6	Qn	L	HP:0001943	.	JGM:lccarmody[2018-09-17]	.
Fasting glucose [Mass/volume] in Serum or Plasma	1558-6	Qn	N	HP:0011015	.	JGM:lccarmody[2018-09-17]	.
Fasting glucose [Mass/volume] in Serum or Plasma	1558-6	Qn	H	HP:0003074	.	JGM:lccarmody[2018-09-17]	.
Lutropin [Mass/volume] in Serum or Plasma --1.5 hours post dose gonadotropin releasing hormone	1588-3	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Mass/volume] in Serum or Plasma --1.5 hours post dose gonadotropin releasing hormone	1588-3	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Mass/volume] in Serum or Plasma --1.5 hours post dose gonadotropin releasing hormone	1588-3	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Mass/volume] in Serum or Plasma --1 hour post dose gonadotropin releasing hormone	1592-5	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Mass/volume] in Serum or Plasma --1 hour post dose gonadotropin releasing hormone	1592-5	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
